type	classe	imageName	date	scene	Vmin	Vmax	Vmean	Rmin	Rmax	Rmean	NIRmin	NIRmax	NIRmean	MIRmin	MIRmax	MIRmean	evi2min	evi2max	evi2mean	ndcimin	ndcimax	ndcimean	ndvimin	ndvimax	ndvimean	mntmin	mntmax	mntmean	ndwimin	ndwimax	ndwimean
Palmier bache	3	20090905-688-344	20090905	688-344	180	230	204,42	33	39	36,39	54	63	58,53	82	106	90,28	0,31	0,45	0,38	0,38	0,52	0,43	0,2	0,27	0,23	NA	NA	NA	NA	NA	NA
foret	10	20090905-688-344	20090905	688-344	97	356	207,47	24	47	32,28	46	76	55,57	55	147	99,37	0,23	0,56	0,44	0,32	0,62	0,51	0,15	0,33	0,27	NA	NA	NA	NA	NA	NA
vegbasse	2	20090905-688-344	20090905	688-344	268	352	328,42	32	38	34,96	57	65	61,48	137	164	153,75	0,36	0,51	0,45	0,6	0,66	0,63	0,22	0,31	0,28	NA	NA	NA	NA	NA	NA
vegbasse	2	20090905-688-344	20090905	688-344	264	366	333,15	32	40	36,26	57	70	64,14	140	180	158,69	0,4	0,52	0,46	0,59	0,66	0,63	0,25	0,31	0,28	NA	NA	NA	NA	NA	NA
vegbasee	2	20090905-688-344	20090905	688-344	251	364	320,74	33	40	36,7	58	70	63,25	133	168	150,79	0,36	0,49	0,44	0,57	0,64	0,61	0,22	0,29	0,27	NA	NA	NA	NA	NA	NA
vegbasse	2	20090905-688-344	20090905	688-344	285	335	316,87	33	38	35,34	58	65	62,11	129	144	138,42	0,4	0,51	0,45	0,57	0,61	0,59	0,25	0,31	0,27	NA	NA	NA	NA	NA	NA
vegbasse	2	20090905-688-344	20090905	688-344	260	316	293,15	32	33	32,3	54	62	57,56	114	122	117,78	0,42	0,51	0,46	0,55	0,58	0,57	0,26	0,31	0,28	NA	NA	NA	NA	NA	NA
roche	4	20090905-688-344	20090905	688-344	109	199	151,05	35	67	47,69	54	76	61,97	158	238	196,25	0,09	0,34	0,2	0,47	0,68	0,61	0,06	0,21	0,13	NA	NA	NA	NA	NA	NA
roche	4	20090905-688-344	20090905	688-344	101	241	144,71	36	61	47,23	52	71	61,68	131	271	213,65	0,1	0,34	0,21	0,49	0,72	0,63	0,07	0,21	0,13	NA	NA	NA	NA	NA	NA
roche	4	20090905-688-344	20090905	688-344	149	205	163,21	47	62	51,53	62	74	65,35	154	226	196,96	0,13	0,25	0,18	0,51	0,65	0,58	0,09	0,16	0,12	NA	NA	NA	NA	NA	NA
nuage	6	20090905-688-344	20090905	688-344	197	354	275,76	36	224	114,77	60	245	135,41	111	303	198,24	0,05	0,44	0,14	0,11	0,52	0,29	0,03	0,27	0,09	NA	NA	NA	NA	NA	NA
nuage	6	20090905-688-344	20090905	688-344	224	262	244,47	38	93	68,5	60	114	90,83	118	171	143,53	0,14	0,39	0,23	0,28	0,52	0,36	0,09	0,24	0,15	NA	NA	NA	NA	NA	NA
ombre	7	20090905-688-344	20090905	688-344	80	251	120,64	27	39	29,35	46	66	50,71	34	110	51,42	0,31	0,5	0,44	0,11	0,52	0,26	0,2	0,3	0,27	NA	NA	NA	NA	NA	NA
foret	10	20090905-688-344	20090905	688-344	107	345	228,26	27	48	34,12	49	71	57,62	57	154	106,41	0,23	0,52	0,42	0,33	0,62	0,51	0,15	0,31	0,26	NA	NA	NA	NA	NA	NA
foret	10	20090905-688-344	20090905	688-344	0	0	0	0	0	0	0	0	0	53	97	77,86	0	0	0	1	1	1	-1	-1	-1	NA	NA	NA	NA	NA	NA
vegbasse	2	20101109-688-344	20101109	688-344	360	421	390,4	35	37	36,27	63	66	64,53	113	181	154	0,44	0,49	0,46	0,52	0,67	0,61	0,27	0,29	0,28	NA	NA	NA	NA	NA	NA
vegbasse	2	20101109-688-344	20101109	688-344	380	421	397,88	36	38	36,75	63	68	65,38	154	178	165,5	0,44	0,49	0,46	0,62	0,65	0,64	0,27	0,29	0,28	NA	NA	NA	NA	NA	NA
foret	10	20101109-688-344	20101109	688-344	152	312	229,25	28	36	31,37	49	61	55,02	66	143	102,01	0,39	0,5	0,45	0,37	0,62	0,53	0,24	0,3	0,27	NA	NA	NA	NA	NA	NA
nuage	6	20101109-688-344	20101109	688-344	253	311	289,03	76	137	105,21	94	162	127,34	146	205	189,76	0,08	0,27	0,15	0,2	0,42	0,29	0,05	0,17	0,1	NA	NA	NA	NA	NA	NA
nuage	6	20101109-688-344	20101109	688-344	218	279	251,79	38	81	58,24	64	103	81,52	117	184	140,97	0,17	0,42	0,27	0,35	0,52	0,42	0,11	0,25	0,17	NA	NA	NA	NA	NA	NA
ombre	7	20101109-688-344	20101109	688-344	61	220	130,62	21	31	25,37	41	54	47,68	26	108	54,63	0,43	0,62	0,51	0,08	0,55	0,35	0,26	0,36	0,31	NA	NA	NA	NA	NA	NA
frange	8	20101109-688-344	20101109	688-344	205	279	256,71	48	104	69,66	66	124	90,59	98	188	148,49	0,12	0,3	0,21	0,27	0,43	0,36	0,08	0,19	0,13	NA	NA	NA	NA	NA	NA
vegbasse	2	20101109-688-344	20101109	688-344	312	421	378,29	33	38	36,17	60	66	64,1	142	176	160,9	0,44	0,51	0,46	0,6	0,67	0,63	0,27	0,31	0,28	NA	NA	NA	NA	NA	NA
frange	8	20101109-688-344	20101109	688-344	221	302	276,14	46	84	65,95	64	106	87,31	95	163	139,95	0,14	0,32	0,22	0,27	0,46	0,36	0,09	0,2	0,14	NA	NA	NA	NA	NA	NA
foret	10	20101109-688-344	20101109	688-344	115	344	230,21	24	41	30,04	45	64	53,47	44	145	96,51	0,35	0,56	0,46	0,24	0,65	0,52	0,22	0,33	0,28	NA	NA	NA	NA	NA	NA
Palmier bache	3	20101109-688-344	20101109	688-344	191	225	208,51	31	35	32,8	52	58	54,87	75	92	83,51	0,38	0,45	0,41	0,4	0,5	0,44	0,23	0,27	0,25	NA	NA	NA	NA	NA	NA
foret	10	20101109-688-344	20101109	688-344	87	355	217,53	22	38	29,04	43	61	52,19	33	146	92,98	0,34	0,58	0,47	0,16	0,65	0,52	0,21	0,34	0,29	NA	NA	NA	NA	NA	NA
vegbasse	2	20101109-688-344	20101109	688-344	299	375	336,52	30	34	32,21	56	61	58,15	133	166	147,5	0,43	0,51	0,48	0,6	0,67	0,64	0,26	0,3	0,29	NA	NA	NA	NA	NA	NA
vegbasse	2	20101109-688-344	20101109	688-344	254	360	327,74	28	37	33,38	54	65	60,1	131	172	151,13	0,43	0,53	0,47	0,6	0,67	0,64	0,26	0,32	0,29	NA	NA	NA	NA	NA	NA
vegbasee	2	20101109-688-344	20101109	688-344	278	388	344,04	32	37	34,47	58	66	61,11	125	172	147,12	0,41	0,5	0,46	0,57	0,66	0,62	0,25	0,3	0,28	NA	NA	NA	NA	NA	NA
vegbasse	2	20101109-688-344	20101109	688-344	281	369	322,11	31	37	34,05	57	63	60,16	118	141	130,21	0,41	0,51	0,46	0,56	0,61	0,59	0,25	0,31	0,28	NA	NA	NA	NA	NA	NA
vegbasse	2	20101109-688-344	20101109	688-344	266	345	301,33	27	32	29,72	51	58	54,83	99	129	110,33	0,46	0,53	0,49	0,53	0,61	0,57	0,28	0,32	0,3	NA	NA	NA	NA	NA	NA
roche	4	20101109-688-344	20101109	688-344	139	220	176	42	56	47,52	61	67	63,74	113	205	176,7	0,14	0,32	0,23	0,45	0,62	0,57	0,09	0,2	0,15	NA	NA	NA	NA	NA	NA
roche	4	20101109-688-344	20101109	688-344	87	246	159,51	36	55	44,57	50	68	59,9	142	205	184,96	0,15	0,32	0,23	0,5	0,68	0,61	0,1	0,2	0,15	NA	NA	NA	NA	NA	NA
roche	4	20101109-688-344	20101109	688-344	81	186	138,8	33	72	49,1	53	79	62,09	111	205	198,57	0,07	0,38	0,18	0,48	0,72	0,6	0,05	0,23	0,12	NA	NA	NA	NA	NA	NA
roche	4	20101109-688-344	20101109	688-344	105	168	132,27	43	50	47	56	68	60,93	170	205	189,67	0,16	0,24	0,2	0,57	0,62	0,6	0,11	0,15	0,13	NA	NA	NA	NA	NA	NA
vegbasse	2	20090905-688-345	20090905	688-345	284	401	366,87	34	39	36,4	57	70	64,3	127	189	173,33	0,39	0,5	0,46	0,58	0,69	0,65	0,24	0,3	0,28	NA	NA	NA	NA	NA	NA
vegbasse	2	20090905-688-345	20090905	688-345	334	393	365,8	35	42	37,93	60	71	65,41	146	187	174,57	0,38	0,49	0,44	0,61	0,67	0,64	0,24	0,29	0,27	NA	NA	NA	NA	NA	NA
vegbasse	2	20090905-688-345	20090905	688-345	253	399	359,04	35	39	36,88	62	68	64,44	133	185	166,64	0,39	0,49	0,45	0,57	0,67	0,64	0,24	0,29	0,27	NA	NA	NA	NA	NA	NA
nuage	6	20090905-688-345	20090905	688-345	220	489	394,71	43	346	262,89	66	406	279,57	131	352	309,45	-0,01	0,36	0,05	-0,03	0,52	0,1	-0,01	0,23	0,04	NA	NA	NA	NA	NA	NA
ombre	7	20090905-688-345	20090905	688-345	72	253	104,31	27	40	30,4	46	62	51,04	33	122	47,91	0,32	0,5	0,41	0,06	0,52	0,2	0,2	0,3	0,25	NA	NA	NA	NA	NA	NA
nuage	6	20090905-688-345	20090905	688-345	191	299	249,34	35	151	72,62	59	169	93,32	103	237	155,37	0,06	0,44	0,22	0,21	0,53	0,38	0,04	0,27	0,14	NA	NA	NA	NA	NA	NA
ombre	7	20090905-688-345	20090905	688-345	78	282	126,8	28	44	31,59	47	65	52,85	37	133	57,21	0,28	0,5	0,41	0,11	0,56	0,27	0,18	0,3	0,25	NA	NA	NA	NA	NA	NA
frange	8	20090905-688-345	20090905	688-345	174	282	235,65	36	107	64,43	57	125	85,26	107	168	136,91	0,12	0,36	0,23	0,14	0,52	0,37	0,08	0,23	0,14	NA	NA	NA	NA	NA	NA
roche	4	20090905-688-345	20090905	688-345	122	220	154,15	43	81	55,58	57	87	65,81	145	279	224,43	0,04	0,33	0,13	0,47	0,69	0,6	0,03	0,2	0,09	NA	NA	NA	NA	NA	NA
roche	4	20090905-688-345	20090905	688-345	128	170	145,16	44	63	54,57	59	73	66,13	138	208	188,64	0,09	0,23	0,15	0,45	0,62	0,55	0,06	0,15	0,1	NA	NA	NA	NA	NA	NA
roche	4	20090905-688-345	20090905	688-345	109	205	153,8	42	66	58,05	55	71	66,54	107	238	181,7	0,02	0,29	0,1	0,43	0,62	0,51	0,01	0,18	0,07	NA	NA	NA	NA	NA	NA
foret	10	20090905-688-345	20090905	688-345	113	309	221,28	27	66	34,97	47	90	57,96	52	147	108,07	0,15	0,52	0,4	0,3	0,6	0,51	0,1	0,31	0,25	NA	NA	NA	NA	NA	NA
foret	10	20090905-688-345	20090905	688-345	113	316	219,39	27	53	34,69	47	71	57,76	56	139	106,26	0,13	0,51	0,41	0,33	0,61	0,51	0,09	0,31	0,25	NA	NA	NA	NA	NA	NA
roche	4	20090905-688-345	20090905	688-345	113	168	133,13	43	62	53,24	59	68	63,7	149	238	204,19	0,06	0,3	0,14	0,51	0,65	0,59	0,04	0,19	0,09	NA	NA	NA	NA	NA	NA
roche	4	20090905-688-345	20090905	688-345	115	222	153,99	42	72	59,02	57	74	67,15	146	295	238,5	0,01	0,26	0,1	0,42	0,7	0,6	0,01	0,17	0,07	NA	NA	NA	NA	NA	NA
ombre	7	20090905-688-345	20090905	688-345	65	282	124,56	27	46	30,26	44	68	50,78	34	151	59,74	0,26	0,53	0,41	0,1	0,6	0,31	0,17	0,32	0,25	NA	NA	NA	NA	NA	NA
nuage	6	20090905-688-345	20090905	688-345	170	374	285,71	38	268	132,82	57	279	149,36	89	327	219,67	0,02	0,39	0,11	0,09	0,57	0,27	0,02	0,24	0,07	NA	NA	NA	NA	NA	NA
vegbasse	2	20090905-688-345	20090905	688-345	282	370	333,87	36	42	38,34	60	70	64,74	139	169	153,21	0,36	0,49	0,42	0,57	0,62	0,6	0,22	0,29	0,26	NA	NA	NA	NA	NA	NA
roche	4	20090905-688-345	20090905	688-345	55	213	107,88	24	65	38,99	44	71	54,04	33	238	112,53	0,06	0,49	0,27	0,1	0,65	0,44	0,04	0,3	0,17	NA	NA	NA	NA	NA	NA
foret	10	20090905-688-345	20090905	688-345	149	353	253,8	27	53	33,03	46	73	56,85	75	143	106,17	0,2	0,55	0,44	0,34	0,61	0,52	0,13	0,33	0,27	NA	NA	NA	NA	NA	NA
foret	10	20090905-688-345	20090905	688-345	113	316	238,2	24	44	32,93	46	66	56,67	62	135	103,07	0,28	0,54	0,43	0,37	0,6	0,51	0,18	0,32	0,27	NA	NA	NA	NA	NA	NA
foret	10	20090905-688-345	20090905	688-345	107	341	216,94	28	63	34,71	49	86	57,57	64	172	107,24	0,16	0,52	0,4	0,27	0,65	0,51	0,1	0,31	0,25	NA	NA	NA	NA	NA	NA
foret	10	20090905-688-345	20090905	688-345	128	311	218,8	28	48	34,43	49	71	57,62	69	133	104,61	0,26	0,52	0,41	0,36	0,6	0,5	0,17	0,31	0,25	NA	NA	NA	NA	NA	NA
vegbasse	2	20090905-688-345	20090905	688-345	236	376	320,23	32	40	37,31	54	73	65,22	124	161	142,42	0,36	0,49	0,45	0,54	0,63	0,58	0,22	0,3	0,27	NA	NA	NA	NA	NA	NA
roche	4	20090905-688-345	20090905	688-345	167	186	175	40	55	49,08	57	66	62,42	133	169	152,33	0,13	0,28	0,19	0,48	0,54	0,51	0,08	0,18	0,12	NA	NA	NA	NA	NA	NA
vegbasse	2	20110703-688-345	20110703	688-345	246	431	389,95	30	49	36,31	52	80	67,58	152	205	189,99	0,39	0,56	0,5	NA	NA	NA	0,24	0,33	0,3	NA	NA	NA	NA	NA	NA
vegbasse	2	20110703-688-345	20110703	688-345	365	433	398,62	33	40	36,81	62	73	68	175	212	195,02	0,45	0,56	0,5	NA	NA	NA	0,27	0,33	0,3	NA	NA	NA	NA	NA	NA
vegbasse	2	20110703-688-345	20110703	688-345	278	420	379,26	31	37	35,41	61	71	67,38	160	213	184,74	0,46	0,59	0,52	NA	NA	NA	0,28	0,35	0,31	NA	NA	NA	NA	NA	NA
frange	8	20110703-688-345	20110703	688-345	133	295	214,31	25	39	31,34	46	64	55,77	77	132	113,21	0,35	0,6	0,46	NA	NA	NA	0,22	0,35	0,28	NA	NA	NA	NA	NA	NA
foret	10	20110703-688-345	20110703	688-345	93	380	227,67	24	52	32,37	44	73	56,47	68	189	123,72	0,24	0,6	0,45	NA	NA	NA	0,15	0,35	0,27	NA	NA	NA	NA	NA	NA
foret	10	20110703-688-345	20110703	688-345	89	356	222,3	22	49	32,08	43	70	56,22	65	161	120,07	0,27	0,61	0,45	NA	NA	NA	0,17	0,36	0,27	NA	NA	NA	NA	NA	NA
foret	10	20110703-688-345	20110703	688-345	112	377	239,15	22	42	31,48	43	70	56,83	68	157	119,54	0,34	0,61	0,48	NA	NA	NA	0,21	0,36	0,29	NA	NA	NA	NA	NA	NA
foret	10	20110703-688-345	20110703	688-345	97	356	223,43	22	42	31,09	43	68	55,94	64	160	115,7	0,31	0,64	0,47	NA	NA	NA	0,19	0,37	0,29	NA	NA	NA	NA	NA	NA
foret	10	20110703-688-345	20110703	688-345	70	371	225,08	22	54	32,35	43	79	57,11	64	176	124,05	0,21	0,63	0,46	NA	NA	NA	0,14	0,37	0,28	NA	NA	NA	NA	NA	NA
foret	10	20110703-688-345	20110703	688-345	108	386	230,5	24	46	32,11	44	71	56,92	68	164	120,55	0,29	0,61	0,46	NA	NA	NA	0,18	0,36	0,28	NA	NA	NA	NA	NA	NA
vegbasse	2	20110703-688-345	20110703	688-345	259	462	378,74	28	42	36,03	57	80	69,27	137	195	164,43	0,46	0,59	0,53	NA	NA	NA	0,28	0,35	0,32	NA	NA	NA	NA	NA	NA
roche	4	20110703-688-345	20110703	688-345	99	195	148,05	34	57	44,33	53	70	59,81	122	291	229,47	0,13	0,4	0,23	NA	NA	NA	0,08	0,24	0,15	NA	NA	NA	NA	NA	NA
roche	4	20110703-688-345	20110703	688-345	129	186	151,79	37	52	43,46	55	68	61,27	86	245	173,24	0,17	0,37	0,27	NA	NA	NA	0,11	0,23	0,17	NA	NA	NA	NA	NA	NA
roche	4	20110703-688-345	20110703	688-345	142	214	167,92	43	54	47,86	57	68	62,9	143	231	195,1	0,13	0,29	0,21	NA	NA	NA	0,09	0,18	0,14	NA	NA	NA	NA	NA	NA
roche	4	20110703-688-345	20110703	688-345	123	216	146,92	36	51	44,1	55	66	59,61	128	257	206,9	0,14	0,37	0,23	NA	NA	NA	0,09	0,23	0,15	NA	NA	NA	NA	NA	NA
ombre	7	20110703-688-345	20110703	688-345	53	231	83,06	22	40	26,62	43	59	46,97	32	172	58,44	0,25	0,6	0,46	NA	NA	NA	0,16	0,35	0,28	NA	NA	NA	NA	NA	NA
nuage	6	20110703-688-345	20110703	688-345	159	329	246,79	30	199	98,68	50	226	121,51	99	271	177,73	0,08	0,44	0,19	NA	NA	NA	0,05	0,27	0,12	NA	NA	NA	NA	NA	NA
ombre	7	20110703-688-345	20110703	688-345	65	254	119,44	22	45	26,9	43	64	48,74	35	148	60,88	0,24	0,6	0,48	NA	NA	NA	0,15	0,35	0,29	NA	NA	NA	NA	NA	NA
frange	8	20110703-688-345	20110703	688-345	150	303	212,97	33	82	49,86	57	102	73,39	94	161	132,09	0,17	0,5	0,31	NA	NA	NA	0,11	0,3	0,2	NA	NA	NA	NA	NA	NA
ombre	7	20110703-688-345	20110703	688-345	53	273	96,73	21	36	24,72	41	61	45,98	28	135	50,41	0,35	0,6	0,5	NA	NA	NA	0,22	0,35	0,3	NA	NA	NA	NA	NA	NA
frange	8	20110703-688-345	20110703	688-345	163	282	230,9	33	58	45,51	53	80	69,39	108	155	135,06	0,24	0,45	0,34	NA	NA	NA	0,15	0,27	0,21	NA	NA	NA	NA	NA	NA
nuage	6	20110703-688-345	20110703	688-345	152	371	276,74	33	260	118,58	52	285	142,26	108	306	199,95	0,06	0,44	0,17	NA	NA	NA	0,04	0,27	0,11	NA	NA	NA	NA	NA	NA
vegbasse	2	20090905-688-346	20090905	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
foret	10	20090905-688-346	20090905	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
roche	4	20090905-688-346	20090905	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
roche	4	20090905-688-346	20090905	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
roche	4	20090905-688-346	20090905	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nuage	6	20090905-688-346	20090905	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ombre	7	20090905-688-346	20090905	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ombre	7	20090905-688-346	20090905	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vegbasse	2	20090905-688-346	20090905	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
foret	10	20090905-688-346	20090905	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinot	11	20090905-688-346	20090905	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vegbasse	2	20090905-688-346	20090905	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
foret	10	20090905-688-346	20090905	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vegbasse	2	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
foret	10	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
roche	4	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
roche	4	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
roche	4	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nuage	6	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ombre	7	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ombre	7	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vegbasse	2	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
foret	10	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pinot	11	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
foret	10	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nuage	6	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ombre	7	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ombre	7	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ombre	7	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
foret	10	20120917-688-346	20120917	688-346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vegbasse	2	20090927-689-341	20090927	689-341	448	494	474,2	57	64	60,98	93	101	97,96	249	270	260,29	0,33	0,41	0,38	NA	NA	NA	0,21	0,25	0,23	NA	NA	NA	NA	NA	NA
vegbasse	2	20090927-689-341	20090927	689-341	454	494	473,44	59	61	60,16	93	103	97,81	248	277	261,84	0,36	0,42	0,39	NA	NA	NA	0,22	0,26	0,24	NA	NA	NA	NA	NA	NA
vegbasse	2	20090927-689-341	20090927	689-341	374	444	408,58	55	61	57,57	87	95	91,73	223	258	246,73	0,33	0,4	0,37	NA	NA	NA	0,21	0,25	0,23	NA	NA	NA	NA	NA	NA
vegbasse	2	20090927-689-341	20090927	689-341	395	494	457,39	61	110	74,54	95	132	108,37	213	261	240,22	0,14	0,38	0,3	NA	NA	NA	0,09	0,23	0,19	NA	NA	NA	NA	NA	NA
foret	10	20090927-689-341	20090927	689-341	199	492	355,57	44	96	58,81	70	120	90,66	108	244	195,49	0,14	0,45	0,34	NA	NA	NA	0,09	0,27	0,21	NA	NA	NA	NA	NA	NA
foret	10	20090927-689-341	20090927	689-341	271	487	364,79	49	90	57,23	78	114	89,48	170	254	202,54	0,16	0,46	0,35	NA	NA	NA	0,1	0,28	0,22	NA	NA	NA	NA	NA	NA
nuage	6	20090927-689-341	20090927	689-341	180	454	380,69	61	279	166,62	87	311	192,04	127	356	283,94	0,02	0,29	0,11	NA	NA	NA	0,01	0,18	0,07	NA	NA	NA	NA	NA	NA
ombre	7	20090927-689-341	20090927	689-341	137	399	212,29	39	83	48,81	64	107	76,99	73	208	116,79	0,15	0,46	0,36	NA	NA	NA	0,1	0,28	0,23	NA	NA	NA	NA	NA	NA
frange	8	20090927-689-341	20090927	689-341	302	399	360,96	66	110	86,77	95	133	111,98	184	221	205,18	0,12	0,29	0,2	NA	NA	NA	0,08	0,18	0,13	NA	NA	NA	NA	NA	NA
nuage	6	20090927-689-341	20090927	689-341	141	430	362,11	41	178	125,38	67	214	152,04	86	311	242,78	0,04	0,39	0,16	NA	NA	NA	0,03	0,24	0,1	NA	NA	NA	NA	NA	NA
ombre	7	20090927-689-341	20090927	689-341	122	392	185,22	38	81	44,79	62	107	71,99	68	202	102,86	0,21	0,44	0,38	NA	NA	NA	0,14	0,27	0,23	NA	NA	NA	NA	NA	NA
roche	4	20090927-689-341	20090927	689-341	170	279	229,66	60	90	79,3	75	103	93,25	198	298	247,5	0,05	0,22	0,12	NA	NA	NA	0,03	0,14	0,08	NA	NA	NA	NA	NA	NA
roche	4	20090927-689-341	20090927	689-341	188	258	225,94	64	92	77,61	83	99	91,73	174	261	215,16	0,04	0,24	0,13	NA	NA	NA	0,03	0,15	0,08	NA	NA	NA	NA	NA	NA
roche	4	20090927-689-341	20090927	689-341	229	304	263,05	67	96	81,6	90	104	96,41	208	322	262,98	0,04	0,24	0,13	NA	NA	NA	0,03	0,16	0,08	NA	NA	NA	NA	NA	NA
roche	4	20090927-689-341	20090927	689-341	207	271	238,72	61	79	70,36	83	96	91,64	167	219	184,9	0,12	0,27	0,2	NA	NA	NA	0,08	0,17	0,13	NA	NA	NA	NA	NA	NA
roche	4	20090927-689-341	20090927	689-341	201	279	234,96	68	151	99,11	90	153	106,06	198	322	280,84	-0,03	0,22	0,05	NA	NA	NA	-0,02	0,14	0,04	NA	NA	NA	NA	NA	NA
vegbasse	2	20110808-689-341	20110808	689-341	286	380	345,04	33	42	36,46	60	67	64,07	137	177	162,12	0,34	0,51	0,45	0,56	0,66	0,63	0,21	0,31	0,27	NA	NA	NA	NA	NA	NA
